00:00:00.0000001 0
00:01:00.0000011 5
00:02:00.0000005 21
00:03:00.3333334 40
00:04:00.6666659 56
00:05:00.3333321 76
00:06:00.3333315 93
00:07:00.3333308 112
00:08:00.3333302 129
00:09:00.3333297 148
00:10:00.3333290 165
00:11:00.3333284 182
00:12:00.3333278 200
00:13:00.3333273 220
00:14:00.6666600 238
00:15:00.3333260 256
00:16:00.3333254 273
00:17:00.3333249 290
00:18:00.3333242 308
00:19:00.3333236 324
00:20:00.6666564 343
00:21:00.3333225 360
00:22:00.3333218 378
00:23:00.3333212 395
00:24:00.3333207 412
00:25:00.3333201 430
00:26:00.3333195 448
00:27:00.3333189 466
00:28:00.3333183 483
00:29:00.3333177 502
00:30:00.3333171 520
00:31:00.3333167 534
00:32:00.3333162 549
00:33:00.3333154 565
00:34:00.3333150 579
00:35:00.3333145 593
00:36:00.3101496 612
00:37:00.3333138 628
00:38:00.3333130 646
00:39:00.3333123 664
00:40:00.3333121 680
00:41:00.3333112 695
00:42:00.3333109 710
00:43:00.6666437 722
00:44:00.3333100 731
00:45:00.3333096 744
00:46:00.3333090 759
00:47:00.3333087 773
00:48:01.3333079 785
00:49:00.3333073 797
00:50:00.3333073 807
00:51:00.0769758 820
00:52:00.4103087 837
00:53:00.0769750 851
00:54:00.0769747 868
00:55:00.4103073 882
00:56:00.0769733 898
00:57:00.0769728 915
00:58:00.0769724 933
00:59:00.0769716 947
01:00:00.0641411 965
01:01:00.7308072 979
01:02:00.0641400 995
01:03:00.0641395 1009
01:04:00.0641392 1022
01:05:00.0641388 1035
01:06:00.0641381 1050
01:07:00.7308049 1064
01:08:00.0641376 1076
01:09:00.0641371 1090
01:10:00.0641367 1104
01:11:01.2551619 1116
01:12:00.1933041 1130
01:13:00.9218275 1145
01:14:00.5266363 1159
01:15:00.2199952 1170
01:16:00.2199949 1183
01:17:00.5533277 1197
01:18:00.1979581 1209
01:19:00.2199939 1220
01:20:00.5312905 1233
01:21:00.1979570 1243
01:22:00.5312895 1256
01:23:00.6642556 1270
01:24:00.6642552 1284
01:25:00.9975881 1299
01:26:00.3309209 1314
01:27:00.3309205 1330
01:28:00.3848613 1347
01:29:00.3309195 1362
01:30:00.3309190 1377
01:31:00.0617077 1389
01:32:00.9975848 1401
01:33:00.0617068 1411
01:34:00.3309175 1421
01:35:00.2116113 1432
01:36:00.5449443 1445
01:37:00.2116107 1461
01:38:00.2116103 1475
01:39:00.2116099 1489
01:40:00.2116095 1502
01:41:00.2116092 1516
01:42:00.2116087 1531
01:43:00.2116085 1545
01:44:00.8782744 1557
01:45:00.5449408 1561
01:46:01.5449404 1565
01:47:00.7952699 1570
01:48:00.7952695 1582
01:49:00.1286026 1591
01:50:00.1286023 1603
01:51:00.1937499 1617
01:52:00.1286014 1630
01:53:00.5270819 1646
01:54:00.1937480 1659
01:55:00.1285998 1674
01:56:00.1285994 1686
01:57:00.1285989 1699
01:58:00.1087086 1712
01:59:00.1087082 1723
02:00:00.1087074 1739
02:01:00.1087069 1753
02:02:00.1087063 1769
02:03:00.1087057 1785
02:04:00.1090410 1803
02:05:00.1090404 1818
02:06:00.1087043 1831
02:07:00.1087039 1846
02:08:00.1087034 1862
02:09:00.7753697 1873
02:10:00.1087026 1887
02:11:01.1087025 1900
02:12:00.1087019 1914
02:13:00.1087016 1929
02:14:00.1087010 1939
02:15:00.4420342 1953
02:16:01.1087001 1968
02:17:00.4420330 1981
02:18:00.1086991 1997
02:19:00.1086988 2010
02:20:00.7753648 2021
02:21:00.4420312 2031
02:22:01.1086975 2040
02:23:00.2564239 2047
02:24:00.2564236 2054
02:25:00.0786794 2066
02:26:00.0786789 2083
02:27:00.0786783 2094
02:28:00.0786780 2109
02:29:00.0786772 2125
02:30:00.4120100 2142
02:31:00.4120095 2158
02:32:00.0786756 2174
02:33:01.0786747 2188
02:34:00.4120074 2203
02:35:00.0786736 2219
02:36:00.1038453 2232
02:37:00.7705117 2242
02:38:00.2864787 2253
02:39:00.2864782 2264
02:40:00.9531443 2273
02:41:00.9531441 2282
02:42:00.1219142 2295
02:43:00.1219137 2309
02:44:00.7885801 2325
02:45:00.1219133 2338
02:46:00.1219125 2353
02:47:00.4552456 2368
02:48:00.5975802 2376
02:49:00.1219118 2384
02:50:00.7885782 2393
02:51:00.4552441 2407
02:52:00.1219105 2420
