02:53:00.1219101 2432
02:54:00.7885763 2441
02:55:00.4552426 2454
02:56:00.1300401 2469
02:57:00.1300394 2484
02:58:00.7967055 2500
02:59:00.1300385 2513
03:00:00.4633715 2526
03:01:00.1300377 2541
03:02:00.0053726 2558
03:03:00.0053723 2571
03:04:00.1300364 2586
03:05:00.3387045 2600
03:06:00.6720375 2612
03:07:00.1300346 2625
03:08:00.0053698 2640
03:09:00.0053692 2656
03:10:00.2725094 2671
03:11:00.3387015 2686
03:12:00.0053676 2698
03:13:00.3387006 2710
03:14:01.6720338 2719
03:15:00.6720334 2726
03:16:00.0053662 2740
03:17:00.6049456 2753
03:18:00.2716117 2767
03:19:00.2716111 2778
03:20:00.6049441 2787
03:21:00.2162838 2798
03:22:00.2162834 2813
03:23:00.5235686 2829
03:24:00.5235681 2847
03:25:00.8569009 2864
03:26:00.1902337 2878
03:27:00.5235665 2892
03:28:00.1293694 2903
03:29:00.1293689 2914
03:30:00.5235657 2924
03:31:00.7960345 2934
03:32:02.1293673 2944
03:33:00.7960336 2954
03:34:00.1293666 2968
03:35:00.2497015 2984
03:36:00.1293657 2999
03:37:00.2497006 3015
03:38:00.5830332 3029
03:39:01.2496995 3038
03:40:01.8567495 3047
03:41:00.1900823 3063
03:42:00.1900819 3074
03:43:00.8567480 3083
03:44:00.5234142 3091
03:45:00.1900807 3099
03:46:00.0135687 3111
03:47:00.3469016 3126
03:48:00.5234124 3140
03:49:00.5234118 3158
03:50:01.1900783 3171
03:51:00.5234108 3181
03:52:00.5234104 3191
03:53:00.1900766 3205
03:54:00.1900762 3220
03:55:00.1900761 3237
03:56:00.1900759 3255
03:57:00.1900752 3270
03:58:00.1900747 3284
03:59:00.5234075 3298
04:00:00.1900734 3318
04:01:00.1900730 3333
04:02:00.1900726 3351
04:03:00.8567390 3367
04:04:00.1900716 3381
04:05:00.1900712 3393
04:06:00.3280123 3405
04:07:00.1900705 3417
04:08:00.9946783 3425
04:09:00.4974719 3441
04:10:00.3280105 3453
04:11:00.9946767 3467
04:12:00.1641373 3484
04:13:00.1641368 3497
04:14:00.1641364 3508
04:15:00.4974693 3519
04:16:00.1641357 3533
04:17:00.9225021 3544
04:18:00.2558348 3554
04:19:00.2558342 3566
04:20:01.9225004 3574
04:21:00.9225007 3578
04:22:00.2724759 3588
04:23:00.2724753 3599
04:24:00.2724748 3615
04:25:00.2724745 3630
04:26:00.2724739 3644
04:27:00.2724736 3658
04:28:00.2724732 3673
04:29:00.2724730 3684
04:30:00.9391390 3695
04:31:00.2724719 3705
04:32:00.2724712 3717
04:33:00.3805176 3728
04:34:00.3805175 3738
04:35:00.6368904 3753
04:36:00.6368900 3768
04:37:00.6368894 3781
04:38:00.3035555 3796
04:39:00.3035551 3810
04:40:00.3035546 3823
04:41:00.3035543 3836
04:42:00.3035540 3850
04:43:00.3035534 3860
04:44:00.6368862 3869
04:45:00.2339257 3881
04:46:00.6368852 3893
04:47:00.1794579 3908
04:48:00.3035513 3923
04:49:00.3035509 3936
04:50:01.3035504 3952
04:51:00.0103052 3966
04:52:00.3035495 3980
04:53:00.3035489 3993
04:54:00.9362965 4004
04:55:00.3035484 4017
04:56:00.3035481 4027
04:57:00.0896375 4038
04:58:00.0896371 4053
04:59:00.6368787 4066
05:00:00.1179238 4075
05:01:00.1179232 4091
05:02:00.6368772 4104
05:03:00.3035431 4117
05:04:00.3035424 4133
05:05:00.6368751 4147
05:06:00.3035412 4159
05:07:00.3035407 4172
05:08:00.6368739 4182
05:09:00.3035398 4192
05:10:00.9698578 4204
05:11:00.9698575 4215
05:12:00.6365237 4223
05:13:00.5946503 4237
05:14:00.2613164 4253
05:15:00.2613156 4268
05:16:00.2613153 4282
05:17:00.5946487 4297
05:18:00.2613146 4313
05:19:00.2613140 4329
05:20:00.9279804 4344
05:21:00.2613135 4354
05:22:00.0643667 4363
05:23:00.0643663 4372
05:24:01.0643657 4385
05:25:00.0643653 4396
05:26:00.6019592 4409
05:27:00.2686252 4425
05:28:00.2686247 4439
05:29:00.2686240 4452
05:30:00.2686234 4469
05:31:00.6915056 4484
05:32:00.3581717 4498
05:33:00.0248378 4512
05:34:00.0248372 4528
05:35:00.0248362 4544
05:36:00.0248357 4559
05:37:00.0248352 4572
05:38:00.0248353 4587
05:39:00.0577907 4601
05:40:01.0577902 4615
05:41:00.3911228 4630
05:42:00.0577889 4644
05:43:00.3911218 4659
05:44:00.0577880 4674
05:45:00.0577876 4686
05:46:00.3911208 4697
05:47:00.0577867 4704
05:48:02.0577862 4711
05:49:00.3691345 4721
05:50:00.0358008 4736
05:51:00.0358001 4752
05:52:00.0357996 4768
05:53:00.0357987 4782
05:54:00.0357984 4796
05:55:00.0357978 4809
05:56:00.0357975 4823
05:57:00.0357971 4840
05:58:00.1929900 4855
05:59:00.0357959 4869
06:00:00.0357956 4882
06:01:01.0357953 4893
06:02:01.3691281 4905
06:03:00.7024610 4918
06:04:00.0968353 4935
06:05:00.7635015 4948
06:06:00.0968342 4963
06:07:00.4301672 4976
06:08:00.0968334 4991
